class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
48,"Jays, Magpies, and Crows","Jays, Magpies, and Crows",group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,,https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
49,Pied-billed Grebe,Pied-billed Grebe,species_label,likely_covered_species_page,Pied-billed Grebe,https://www.allaboutbirds.org/guide/Pied-billed_Grebe/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Pied-billed Grebes are small, chunky swimming birds. They have compact bodies and slender necks, with relatively large, blocky heads and short, thick bills. They have virtually no tail. These are brown birds, slightly darker above and more tawny-brown on the underparts. During spring and summer, the crown and nape are dark and the throat is black. While breeding, the bill is whitish with a black band (“pied’), but otherwise is yellow-brown. Juveniles have striped faces.",https://www.allaboutbirds.org/guide/Pied-billed_Grebe/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
50,American Avocet,American Avocet,species_label,likely_covered_species_page,American Avocet,https://www.allaboutbirds.org/guide/American_Avocet/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Large, slender shorebird with a long, upturned bill, a long neck, and a round head. Its oval body sits atop long legs. Breeding birds have a chic rusty head and neck that turns grayish white after breeding. A black patch on the back and black-and-white wings mark its largely white body. The legs are bluish gray.",https://www.allaboutbirds.org/guide/American_Avocet/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
51,Cackling Goose,Cackling Goose,species_label,likely_covered_species_page,Cackling Goose,https://www.allaboutbirds.org/guide/Cackling_Goose/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A compact, small goose, with short neck, rounded crown, rather long wings, and short legs. The small bill is short and meets the forehead at a steep angle. Brown overall with black neck and head, white cheek and throat (""chinstrap""), white under the tail, and blackish bill, legs, and feet. Brown coloration varies from dark to pale brown among the subspecies.",https://www.allaboutbirds.org/guide/Cackling_Goose/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
52,Vaux's Swift,Vaux's Swift,species_label,likely_covered_species_page,Vaux's Swift,https://www.allaboutbirds.org/guide/Vauxs_Swift/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"A small-bodied bird with long, very narrow swept-back wings that curve along both leading and trailing edges. Brownish overall, with throat, chest, and uppertail a slightly paler brownish gray.",https://www.allaboutbirds.org/guide/Vauxs_Swift/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
53,Osprey,Osprey,species_label,likely_covered_species_page,Osprey,https://www.allaboutbirds.org/guide/Osprey/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Ospreys are very large, distinctively shaped hawks. Despite their size, their bodies are slender, with long, narrow wings and long legs. Ospreys fly with a marked kink in their wings, making an M-shape when seen from below. Ospreys are brown above and white below, and overall they are whiter than most raptors. From below, the wings are mostly white with a prominent dark patch at the wrists. The head is white with a broad brown stripe through the eye. Juveniles have white spots on the back and buffy shading on the breast.",https://www.allaboutbirds.org/guide/Osprey/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
54,Crested Caracara,Crested Caracara,species_label,likely_covered_species_page,Crested Caracara,https://www.allaboutbirds.org/guide/Crested_Caracara/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Crested Caracara is a medium-sized, bulky raptor with long legs. Its flat head is topped with a shaggy crest. In flight, note its long, straight wings and diamond-shaped tail. The bill is heavy with a sharp tip. Crested Caracaras are black and white with yellow-orange legs and yellow-orange skin around the bill. Their black cap contrasts strongly with their white neck and cheeks. In flight the undertail and outer flight feathers are white. Juveniles are brown and white and lack the adult's yellow-orange legs and facial skin.",https://www.allaboutbirds.org/guide/Crested_Caracara/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
55,Larks,Larks,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,,https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
56,Spotted Sandpiper,Spotted Sandpiper,species_label,likely_covered_species_page,Spotted Sandpiper,https://www.allaboutbirds.org/guide/Spotted_Sandpiper/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"The Spotted Sandpiper is a medium-sized shorebird with a bill slightly shorter than its head and a body that tapers to a longish tail. They have a rounded breast and usually appear as though they are leaning forward. In breeding season Spotted Sandpipers have bold dark spots on their bright white breast and an orange bill. The back is dark brown. In winter, a Spotted Sandpiper's breast is not spotted; it's plain white, while the back is grayish brown and the bill is pale yellow. In flight, Spotted Sandpipers have a thin white stripe along the wing.",https://www.allaboutbirds.org/guide/Spotted_Sandpiper/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
57,Canada Goose,Canada Goose,species_label,likely_covered_species_page,Canada Goose,https://www.allaboutbirds.org/guide/Canada_Goose/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"Canada Geese are big waterbirds with a long neck, large body, large webbed feet, and wide, flat bill. Canada Geese have a black head with white cheeks and chinstrap, black neck, tan breast, and brown back.",https://www.allaboutbirds.org/guide/Canada_Goose/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
