class_id,class_label,recommended_name,expert_visual_description,expert_visual_description_text
122,Cinnamon Teal,Cinnamon Teal,"[""small body"", ""long dark bill"", ""red eye"", ""vivid rusty rich brownish plumage"", ""brownish back"", ""white underwing feathers"", ""sky-blue patches""]","A bird with small body, long dark bill, red eye, vivid rusty rich brownish plumage, brownish back, white underwing feathers, and sky-blue patches."
123,Black-chinned Hummingbird,Black-chinned Hummingbird,"[""small slender body"", ""straight bill"", ""green upperparts"", ""dull grayish whitish underparts"", ""black pale throat"", ""thin iridescent purple dull metallic green plumage""]","A bird with small slender body, straight bill, green upperparts, dull grayish whitish underparts, black pale throat, and thin iridescent purple dull metallic green plumage."
124,Red-naped Sapsucker,Red-naped Sapsucker,"[""medium-sized body"", ""black-and-white white dingy yellowish cast plumage"", ""red brown cap"", ""red nape"", ""red throat"", ""long white bars"", ""black white stripes"", ""white patches"", ""brown belly"", ""brown head""]","A bird with medium-sized body, black-and-white white dingy yellowish cast plumage, red brown cap, red nape, red throat, long white bars, black white stripes, white patches, brown belly, and brown head."
125,Dippers,,[],
126,Least Sandpiper,Least Sandpiper,"[""tiny round body"", ""pointed wings"", ""thin-tipped decurved bill"", ""medium-length legs"", ""brown upperparts"", ""white underparts""]","A bird with tiny round body, pointed wings, thin-tipped decurved bill, medium-length legs, brown upperparts, and white underparts."
127,Reddish Egret,Reddish Egret,"[""large rich grayish blue body"", ""long grayish blue neck"", ""long two-toned bill"", ""pinkish-cinnamon head"", ""pink black tip"", ""ashy copper color plumage""]","A bird with large rich grayish blue body, long grayish blue neck, long two-toned bill, pinkish-cinnamon head, pink black tip, and ashy copper color plumage."
128,Northern Shoveler,Northern Shoveler,"[""shovel-shaped large orange bill"", ""medium-sized body"", ""bold white blue-green rust mottled brown plumage"", ""white chest"", ""white side"", ""powdery-blue wings""]","A bird with shovel-shaped large orange bill, medium-sized body, bold white blue-green rust mottled brown plumage, white chest, white side, and powdery-blue wings."
129,Dunlin,Dunlin,"[""chunky body"", ""small medium-length legs"", ""short neck"", ""long bill"", ""bright rusty back"", ""bright rusty crown"", ""black dark belly"", ""bright rusty white patches"", ""white pale underparts"", ""dark stippling"", ""grayish-brown upperparts"", ""grayish-brown head"", ""grayish-brown breast""]","A bird with chunky body, small medium-length legs, short neck, long bill, bright rusty back, bright rusty crown, black dark belly, bright rusty white patches, white pale underparts, dark stippling, grayish-brown upperparts, grayish-brown head, and grayish-brown breast."
130,Northern Pintail,Northern Pintail,"[""long-necked slender profile"", ""gleaming white breast"", ""white line"", ""brown head"", ""brown neck""]","A bird with long-necked slender profile, gleaming white breast, white line, brown head, and brown neck."
131,Northern Bobwhite,Northern Bobwhite,"[""small rounded body"", ""small white head"", ""rounded wings"", ""short tail"", ""intricately patterned brown rufous buff black bold plumage"", ""buffy throat"", ""buffy eyebrow""]","A bird with small rounded body, small white head, rounded wings, short tail, intricately patterned brown rufous buff black bold plumage, buffy throat, and buffy eyebrow."
132,Pacific Loon,Pacific Loon,"[""heavy long pointed body"", ""long thick neck"", ""pointed sharp black bill"", ""long pointed wings"", ""short legs"", ""long pointed back"", ""dove-gray head"", ""black dark gray-brown upperparts"", ""crisp white lines"", ""dark gray-brown edging"", ""whitish underparts"", ""dark line"", ""whitish throat""]","A bird with heavy long pointed body, long thick neck, pointed sharp black bill, long pointed wings, short legs, long pointed back, dove-gray head, black dark gray-brown upperparts, crisp white lines, dark gray-brown edging, whitish underparts, dark line, and whitish throat."
133,Wood Stork,Wood Stork,"[""hefty wading football-shaped body"", ""long legs"", ""long neck"", ""long thick bill"", ""black flight feathers"", ""black flight tail""]","A bird with hefty wading football-shaped body, long legs, long neck, long thick bill, black flight feathers, and black flight tail."
134,Double-crested Cormorant,Double-crested Cormorant,"[""large waterbirds"", ""small strongly hooked head"", ""small neck"", ""thin strongly hooked bill"", ""heavy body"", ""brown-black small patches""]","A bird with large waterbirds, small strongly hooked head, small neck, thin strongly hooked bill, heavy body, and brown-black small patches."
135,Sharp-shinned Hawk,Sharp-shinned Hawk,"[""small long tail"", ""short rounded wings"", ""small head"", ""slaty blue-gray upperparts"", ""red-orange bars"", ""slaty blue-gray breast"", ""brown plumage"", ""white underparts"", ""broad dark bands""]","A bird with small long tail, short rounded wings, small head, slaty blue-gray upperparts, red-orange bars, slaty blue-gray breast, brown plumage, white underparts, and broad dark bands."
136,Merlin,Merlin,"[""small powerful body build"", ""sharply pointed wings"", ""broad chest"", ""broad dark tail"", ""generally dark slaty gray plumage"", ""narrow white bands"", ""narrow white face"", ""prominent malar"", ""narrow white stripes""]","A bird with small powerful body build, sharply pointed wings, broad chest, broad dark tail, generally dark slaty gray plumage, narrow white bands, narrow white face, prominent malar, and narrow white stripes."
137,White-winged Dove,White-winged Dove,"[""plump body"", ""thin bill"", ""small head"", ""brown plumage"", ""dark line"", ""white black stripes"", ""dark wings"", ""red eye""]","A bird with plump body, thin bill, small head, brown plumage, dark line, white black stripes, dark wings, and red eye."
138,Monk Parakeet,Monk Parakeet,"[""small parakeet"", ""long pointed tail"", ""pointed wings"", ""large head"", ""large hooked bill"", ""green gray face"", ""green gray breast""]","A bird with small parakeet, long pointed tail, pointed wings, large head, large hooked bill, green gray face, and green gray breast."
139,Black-billed Cuckoo,Black-billed Cuckoo,"[""slender body"", ""curved black bill"", ""long tail"", ""plain brown upperparts"", ""white underparts"", ""red eye ring""]","A bird with slender body, curved black bill, long tail, plain brown upperparts, white underparts, and red eye ring."
140,Snowy Owl,Snowy Owl,"[""large rounded head""]",A bird with large rounded head.
141,Common Nighthawk,Common Nighthawk,"[""medium-sized slender body"", ""long pointed dark wings"", ""medium-long tail"", ""large eye"", ""short neck"", ""large head"", ""well camouflaged gray white buff black plumage""]","A bird with medium-sized slender body, long pointed dark wings, medium-long tail, large eye, short neck, large head, and well camouflaged gray white buff black plumage."
142,Belted Kingfisher,Belted Kingfisher,"[""stocky body"", ""large shaggy head"", ""shaggy crest"", ""shaggy back"", ""straight thick pointed bill"", ""blue-gray upperparts"", ""blue-gray wings"", ""blue-gray tail"", ""broad blue breast"", ""broad rusty bands""]","A bird with stocky body, large shaggy head, shaggy crest, shaggy back, straight thick pointed bill, blue-gray upperparts, blue-gray wings, blue-gray tail, broad blue breast, and broad rusty bands."
143,Kinglets,,[],
144,Black Guillemot,Black Guillemot,"[""medium-sized seabird heavy body"", ""pointed white wings"", ""small whitish head"", ""short whitish neck"", ""deep black plumage"", ""large white patches"", ""black border"", ""whitish underparts""]","A bird with medium-sized seabird heavy body, pointed white wings, small whitish head, short whitish neck, deep black plumage, large white patches, black border, and whitish underparts."
145,Black-legged Kittiwake,Black-legged Kittiwake,"[""small plump belly"", ""pale gray upperparts"", ""neat black wingtips"", ""clean white underparts"", ""yellow black bill"", ""white plumage"", ""gray black collar"", ""black tail""]","A bird with small plump belly, pale gray upperparts, neat black wingtips, clean white underparts, yellow black bill, white plumage, gray black collar, and black tail."
146,Short-billed Dowitcher,Short-billed Dowitcher,"[""chunky medium-sized body"", ""long straight bill"", ""moderately long legs"", ""brown black gold grayish-brown orange upperparts"", ""black gold pale underparts"", ""plain plumage"", ""pale orange breast"", ""pale side"", ""dark feathers""]","A bird with chunky medium-sized body, long straight bill, moderately long legs, brown black gold grayish-brown orange upperparts, black gold pale underparts, plain plumage, pale orange breast, pale side, and dark feathers."
147,Green-winged Teal,Green-winged Teal,"[""small grayish body"", ""grayish stripes"", ""grayish shoulder"", ""dark head"", ""dark eye"", ""dark back"", ""dark neck"", ""green wings""]","A bird with small grayish body, grayish stripes, grayish shoulder, dark head, dark eye, dark back, dark neck, and green wings."
148,Cattle Egret,Cattle Egret,"[""compact body"", ""short yellow dark legs"", ""short thick neck"", ""medium-length broad rounded wings"", ""white plumage"", ""yellow dark bill""]","A bird with compact body, short yellow dark legs, short thick neck, medium-length broad rounded wings, white plumage, and yellow dark bill."
149,Wilson's Snipe,Wilson's Snipe,"[""medium-sized long body"", ""short stocky legs"", ""intricately patterned buff black plumage"", ""brown prominent buffy whitish stripes"", ""brown bars"", ""dark head"", ""dark back"", ""buff chest"", ""brown side""]","A bird with medium-sized long body, short stocky legs, intricately patterned buff black plumage, brown prominent buffy whitish stripes, brown bars, dark head, dark back, buff chest, and brown side."
150,Red-breasted Sapsucker,Red-breasted Sapsucker,"[""medium-sized long body"", ""large rounded red-breasted red head"", ""chisel-like red-breasted red bill"", ""red-breasted red breast"", ""white spots"", ""red-breasted red eye"", ""white wings"", ""white patches""]","A bird with medium-sized long body, large rounded red-breasted red head, chisel-like red-breasted red bill, red-breasted red breast, white spots, red-breasted red eye, white wings, and white patches."
151,Old World Warblers,,[],
152,Anna's Hummingbird,Anna's Hummingbird,"[""tiny among medium-sized stocky body"", ""broad tail"", ""green plumage""]","A bird with tiny among medium-sized stocky body, broad tail, and green plumage."
153,Canvasback,Canvasback,"[""large chestnut brown head"", ""sloping forehead"", ""large chestnut brown neck"", ""long bill"", ""short tail"", ""black chest"", ""whitish brown body"", ""black rear"", ""pale brown black grayish plumage"", ""red dark eye""]","A bird with large chestnut brown head, sloping forehead, large chestnut brown neck, long bill, short tail, black chest, whitish brown body, black rear, pale brown black grayish plumage, and red dark eye."
154,American Woodcock,American Woodcock,"[""plump body"", ""short legs"", ""long straight bill"", ""large head"", ""short neck"", ""short tail"", ""well camouflaged light brown plumage"", ""brown wings""]","A bird with plump body, short legs, long straight bill, large head, short neck, short tail, well camouflaged light brown plumage, and brown wings."
